Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Dependants,Age
Basic,Married,26997.0,0,0,7,23,78,133,49,144,0,63
Graduation,Divorced,33986.0,1,0,16,2,18,2,1,5,1,44
PhD,Married,57091.0,0,1,462,0,24,6,0,4,1,42
2n Cycle,Married,46831.0,1,1,22,2,10,6,4,34,2,45
Master,Married,83151.0,0,0,968,147,842,137,42,210,0,42
Graduation,Married,52531.0,0,0,283,112,151,51,72,125,0,43
Graduation,Married,15759.0,0,0,1,2,5,6,0,3,0,58
Graduation,Single,22804.0,1,0,14,1,7,2,1,1,1,43
2n Cycle,Married,43050.0,1,0,30,5,24,6,3,8,1,41
PhD,Single,42997.0,1,1,4,0,5,0,1,5,2,37
PhD,Single,48918.0,1,1,52,0,9,0,0,1,2,51
Master,Together,60033.0,0,1,62,1,57,19,11,48,1,60
PhD,Together,34043.0,1,0,20,2,14,3,0,10,1,36
Graduation,Together,57811.0,0,1,545,7,114,37,21,78,1,48
Graduation,Married,78569.0,0,0,558,79,622,207,175,95,0,68
Graduation,Single,7500.0,1,1,6,5,4,13,4,25,2,36
Master,Together,157733.0,1,0,39,1,9,2,0,8,1,43
Graduation,Together,94384.0,0,0,1111,24,790,160,45,172,0,61
2n Cycle,Married,23148.0,0,0,4,6,8,6,3,10,0,29
Graduation,Divorced,44267.0,1,1,183,5,65,3,5,49,2,44
Graduation,Married,71626.0,0,0,546,72,376,94,145,72,0,35
Graduation,Together,60894.0,0,1,606,7,155,10,0,54,1,48
Graduation,Together,50200.0,1,1,266,6,51,8,6,64,2,38
PhD,Married,81051.0,0,0,1142,29,249,38,29,14,0,49
Graduation,Married,65169.0,0,0,1074,0,69,0,0,46,0,32
Graduation,Together,59868.0,0,1,771,51,154,54,10,154,1,42
PhD,Married,65695.0,0,1,371,32,189,0,58,6,1,54
Master,Single,64857.0,0,0,556,14,717,210,0,43,0,58
Master,Together,45143.0,0,1,202,5,74,11,5,14,1,49
2n Cycle,Together,74805.0,0,1,209,162,209,41,162,37,1,59
2n Cycle,Married,59060.0,1,0,35,40,111,36,40,12,1,25
PhD,Single,27238.0,1,1,37,0,17,0,0,3,2,52
Graduation,Together,47009.0,0,1,171,45,73,59,10,90,1,49
2n Cycle,Married,46094.0,1,1,12,2,20,3,2,5,2,41
Graduation,Married,40321.0,1,1,44,4,21,6,0,27,2,42
Graduation,Together,37235.0,1,0,20,2,9,4,6,20,1,30
Master,Married,81843.0,0,0,779,86,537,34,69,138,0,54
Master,Together,46692.0,0,1,170,6,97,24,12,88,1,56
Graduation,Together,77382.0,0,1,491,48,231,112,105,134,1,46
Graduation,Single,37774.0,2,0,173,8,107,7,2,176,2,37
Basic,Married,18393.0,1,0,7,10,13,16,0,4,1,40
Master,Married,72828.0,0,1,1205,0,235,19,14,205,1,52
Graduation,Married,24711.0,0,0,10,7,25,6,3,7,0,32
PhD,Married,45503.0,1,0,97,4,44,6,1,18,1,39
Master,Single,6560.0,0,0,67,11,26,4,3,262,0,32
PhD,Together,71604.0,0,0,345,53,528,98,75,97,0,69
Graduation,Married,27244.0,1,0,6,5,17,3,24,46,1,35
Graduation,Married,48752.0,1,1,73,57,100,71,15,0,2,45
Graduation,Married,71434.0,0,1,711,36,217,172,96,168,1,52
Graduation,Single,90842.0,0,0,774,70,118,182,187,93,0,66
Master,Married,88097.0,1,0,163,0,480,0,126,75,1,36
Graduation,Married,51948.0,0,1,82,33,54,71,30,41,1,39
Graduation,Together,71853.0,0,0,358,108,413,141,97,32,0,32
Master,Married,35876.0,0,0,66,2,40,4,3,14,0,31
Graduation,Widow,40049.0,0,1,13,6,7,0,3,3,1,62
Graduation,Single,39660.0,1,0,139,13,78,20,13,36,1,32
Graduation,Together,50127.0,0,1,274,0,21,4,6,15,1,52
Master,Married,43263.0,0,1,262,6,61,0,10,102,1,37
Master,Married,62845.0,1,1,1099,0,45,0,0,34,2,65
Graduation,Married,18929.0,0,0,32,0,8,23,4,18,0,24
Basic,Single,24367.0,1,0,2,4,2,0,11,5,1,32
Graduation,Single,33249.0,1,0,6,10,21,19,14,42,1,39
2n Cycle,Married,26887.0,0,1,6,7,4,3,4,6,1,55
PhD,Married,50150.0,0,0,135,46,92,65,61,11,0,31
Graduation,Together,62061.0,0,1,641,7,84,0,30,38,1,38
PhD,Divorced,85696.0,0,0,714,76,395,116,0,12,0,52
PhD,Together,76542.0,0,0,794,73,573,0,29,14,0,58
Graduation,Single,70515.0,0,0,420,0,452,182,64,140,0,21
Graduation,Together,18227.0,1,0,1,2,7,4,3,11,1,27
Graduation,Married,69139.0,0,1,86,12,75,33,15,6,1,49
Graduation,Married,69109.0,0,0,823,25,459,124,29,95,0,32
Graduation,Single,69627.0,0,1,231,161,215,171,30,53,1,52
Graduation,Married,38136.0,1,0,8,15,27,0,20,33,1,36
PhD,Single,62159.0,0,0,182,17,259,77,70,29,0,68
Graduation,Single,80695.0,0,0,557,129,984,193,37,18,0,51
Master,Single,33316.0,1,1,79,1,31,4,4,12,2,43
Graduation,Together,58554.0,1,1,368,24,68,38,0,88,2,46
Basic,Married,17256.0,1,0,6,4,14,8,8,22,1,22
Graduation,Divorced,53034.0,1,1,160,15,196,15,11,50,2,40
2n Cycle,Together,52203.0,0,0,488,21,238,56,108,28,0,64
2n Cycle,Divorced,59601.0,0,1,691,7,69,0,7,23,1,37
Master,Single,75154.0,0,1,543,10,205,160,143,82,1,56
Graduation,Single,47025.0,0,1,254,7,108,20,0,26,1,38
Graduation,Married,37971.0,1,0,5,4,10,2,2,7,1,41
Master,Divorced,41335.0,1,0,112,19,21,16,14,5,1,46
Graduation,Married,67267.0,0,1,134,11,59,15,2,30,1,56
Graduation,Single,57338.0,0,1,143,6,52,11,8,17,1,39
2n Cycle,Together,50523.0,1,1,51,4,24,4,7,1,2,54
Master,Single,35791.0,2,1,27,0,5,0,0,3,3,49
PhD,Divorced,50611.0,0,1,459,0,24,6,0,4,1,54
PhD,Married,56242.0,0,1,689,8,167,11,8,88,1,45
Graduation,Single,48904.0,0,1,283,10,38,0,13,27,1,54
Graduation,Single,56243.0,1,2,347,0,35,4,3,7,3,39
Graduation,Married,21355.0,1,0,5,13,14,0,5,31,1,29
Master,Together,57420.0,0,1,280,0,18,0,0,24,1,43
Master,Divorced,46390.0,0,1,95,14,64,2,9,38,1,59
2n Cycle,Together,54342.0,1,1,84,10,34,11,10,28,2,58
Graduation,Married,20895.0,1,0,18,3,17,3,0,4,1,41
Graduation,Married,92344.0,0,0,992,24,694,51,19,119,0,66
2n Cycle,Together,26907.0,1,1,9,1,7,0,3,2,2,38
Graduation,Together,44964.0,1,1,19,1,17,2,0,2,2,34
Graduation,Together,75507.0,0,0,709,93,374,104,80,80,0,35
Master,Married,53761.0,1,1,158,0,76,13,7,71,2,42
Graduation,Together,22682.0,1,0,10,14,29,4,2,36,1,41
PhD,Together,38887.0,1,0,25,1,13,0,0,3,1,42
2n Cycle,Single,41658.0,1,1,8,4,12,15,4,29,2,39
PhD,Married,29791.0,1,0,14,0,6,0,0,0,1,42
Master,Married,63915.0,0,2,622,7,115,30,0,15,2,58
Graduation,Divorced,39996.0,1,1,11,0,3,0,0,1,2,40
Graduation,Divorced,26759.0,1,0,25,3,16,8,5,2,1,42
Master,Divorced,63841.0,0,1,635,15,100,20,7,131,1,46
PhD,Married,51039.0,1,1,100,64,79,65,0,109,2,45
Graduation,Married,60544.0,1,1,201,2,43,3,5,35,2,53
Graduation,Married,65685.0,0,1,642,14,49,0,7,57,1,42
Graduation,Married,37716.0,0,1,97,1,41,6,2,41,1,61
Graduation,Single,36864.0,0,1,204,5,39,17,0,89,1,57
Master,Married,44511.0,1,0,513,7,133,46,14,14,1,44
PhD,Married,36947.0,1,1,88,3,21,4,1,29,2,47
Master,Together,47352.0,0,1,172,12,112,8,0,15,1,63
Master,Married,67087.0,0,1,329,35,222,130,35,43,1,61
Graduation,Married,57045.0,0,1,296,13,104,11,13,17,1,64
PhD,Divorced,36957.0,1,1,100,2,16,2,1,31,2,61
PhD,Married,69389.0,0,1,422,7,238,69,46,15,1,37
Graduation,Married,80134.0,1,0,1218,16,272,104,0,80,1,42
Master,Married,43142.0,1,1,5,1,7,2,1,4,2,45
Graduation,Married,80589.0,0,0,507,93,520,242,40,26,0,70
Graduation,Single,34412.0,1,0,52,12,50,4,36,55,1,24
Graduation,Single,57537.0,1,0,191,56,139,51,8,100,1,35
Basic,Together,22634.0,0,0,2,23,11,8,6,46,0,48
Graduation,Together,51315.0,0,0,68,28,39,16,30,41,0,66
Graduation,Married,36026.0,2,1,20,4,10,6,4,17,3,42
Graduation,Married,24639.0,1,1,20,3,16,0,4,1,2,41
PhD,Together,34578.0,2,1,7,0,1,0,0,0,3,42
2n Cycle,Single,65704.0,0,0,279,172,74,38,8,246,0,42
Graduation,Single,63810.0,0,1,977,12,253,16,12,101,1,48
PhD,Together,54132.0,0,1,30,1,8,0,0,3,1,45
Graduation,Married,18690.0,0,0,6,1,7,23,4,19,0,55
Graduation,Married,28164.0,1,0,3,18,26,11,8,12,1,44
PhD,Married,34596.0,1,0,14,0,2,0,0,7,1,40
PhD,Married,43269.0,1,0,10,1,7,0,0,1,1,42
2n Cycle,Single,38741.0,1,1,7,10,17,8,6,13,2,56
Graduation,Single,31907.0,0,0,33,87,64,175,16,74,0,42
Master,Married,27100.0,1,0,12,0,13,2,0,10,1,31
2n Cycle,Divorced,31163.0,1,0,2,3,10,11,2,10,1,41
Graduation,Married,92533.0,0,0,693,21,118,110,147,42,0,29
Graduation,Single,34853.0,1,1,9,3,15,2,3,2,2,41
Graduation,Divorced,70844.0,1,1,129,26,67,3,67,2,2,47
2n Cycle,Married,31086.0,1,1,16,2,11,3,0,16,2,35
Graduation,Married,60544.0,1,1,201,2,43,3,5,35,2,53
2n Cycle,Together,20491.0,0,0,5,4,5,4,2,10,0,28
Graduation,Married,42523.0,0,0,14,36,11,3,26,35,0,50
Graduation,Married,39922.0,1,0,29,12,59,19,1,36,1,31
Graduation,Together,33402.0,1,1,26,2,19,10,5,8,2,62
Master,Married,36408.0,1,1,9,1,4,3,2,3,2,65
Graduation,Together,21645.0,1,0,14,0,23,4,5,19,1,35
Master,Widow,78427.0,0,0,972,19,595,180,26,138,0,66
Graduation,Together,82657.0,0,0,966,168,672,246,105,126,0,68
Graduation,Married,51876.0,0,0,99,27,102,28,48,6,0,56
2n Cycle,Married,78041.0,0,0,482,35,553,72,160,17,0,43
Graduation,Married,52852.0,0,1,714,8,99,11,0,47,1,57
PhD,Together,70038.0,0,0,587,54,348,71,54,130,0,32
2n Cycle,Together,69401.0,0,1,399,27,159,58,8,39,1,41
Graduation,Together,46053.0,1,0,56,10,92,19,7,25,1,42
Graduation,Married,77343.0,0,0,227,151,573,98,54,31,0,49
Graduation,Single,73892.0,0,0,703,102,601,0,58,43,0,61
PhD,Single,40304.0,1,0,37,0,17,0,0,3,1,47
PhD,Together,32727.0,0,0,167,13,180,86,13,70,0,49
Graduation,Together,68695.0,0,0,458,81,356,106,50,40,0,45
Graduation,Divorced,43300.0,0,1,91,3,52,2,1,31,1,43
Graduation,Together,26290.0,1,1,15,8,16,11,5,22,2,42
Graduation,Single,93790.0,0,0,1302,68,731,89,114,45,0,44
PhD,Married,38410.0,0,0,153,64,123,116,64,14,0,40
Master,Widow,64866.0,0,1,508,5,21,7,5,10,1,64
Graduation,Together,57957.0,0,1,290,59,177,77,5,29,1,55
PhD,Together,46015.0,1,1,38,0,2,0,0,6,2,59
Graduation,Together,16531.0,1,0,2,13,6,7,5,11,1,36
Master,Married,28072.0,1,0,30,0,10,2,0,5,1,28
Master,Divorced,49476.0,0,1,386,23,95,54,41,196,1,51
Graduation,Married,50725.0,0,1,443,10,75,0,10,48,1,61
Graduation,Together,83844.0,0,0,901,31,345,75,31,191,0,62
PhD,Married,41145.0,1,1,9,0,3,0,0,1,2,64
Graduation,Together,67419.0,0,1,846,84,352,91,56,42,1,44
2n Cycle,Married,23162.0,1,1,8,3,9,19,4,22,2,44
Graduation,Married,34380.0,1,0,72,7,58,13,1,24,1,37
Graduation,Single,34704.0,0,1,29,0,5,0,1,5,1,48
PhD,Married,94871.0,0,2,169,24,553,188,0,144,2,45
Graduation,Married,65148.0,0,1,460,35,422,33,12,153,1,56
Graduation,Together,39898.0,0,1,69,8,26,12,7,12,1,60
Master,Single,64857.0,0,0,556,14,717,210,0,43,0,58
PhD,Married,59892.0,0,1,73,0,13,0,1,0,1,44
Master,Single,41020.0,0,0,112,1,54,7,7,36,0,27
PhD,Married,57072.0,0,1,944,0,60,0,0,30,1,53
Graduation,Single,60474.0,0,1,265,199,303,234,9,170,1,35
Graduation,Together,62807.0,0,1,526,28,135,10,21,99,1,54
2n Cycle,Together,19414.0,1,0,2,3,12,3,5,7,1,33
Graduation,Married,19107.0,1,0,2,4,9,10,5,16,1,34
2n Cycle,Together,75484.0,0,1,378,97,259,197,194,34,1,38
Master,Single,70379.0,0,1,553,25,142,65,67,8,1,38
Master,Together,79419.0,0,0,751,127,687,20,15,31,0,44
PhD,Together,64014.0,2,1,406,0,30,0,0,8,3,68
Graduation,Married,76998.0,0,1,1449,89,161,69,35,107,1,59
Master,Together,49854.0,1,0,123,17,171,39,0,30,1,42
PhD,Married,60585.0,1,1,267,42,309,55,42,21,2,43
PhD,Divorced,42873.0,1,1,209,0,40,3,2,15,2,64
Graduation,Together,87679.0,0,0,1259,172,815,97,148,33,0,26
Graduation,Together,57867.0,1,0,344,35,178,15,23,17,1,36
Graduation,Married,35765.0,1,0,22,3,30,0,5,15,1,24
Graduation,Married,65492.0,0,0,247,161,295,210,85,47,0,55
Graduation,Divorced,32952.0,1,0,38,0,12,3,1,1,1,37
PhD,Together,53374.0,0,1,896,10,101,13,10,34,1,45
Graduation,Together,71706.0,0,1,931,56,253,91,98,14,1,55
Graduation,Married,68487.0,0,0,758,12,385,33,89,89,0,26
Master,Together,53253.0,1,1,216,9,57,20,9,125,2,39
2n Cycle,Divorced,31163.0,1,0,2,3,10,11,2,10,1,41
Graduation,Married,42014.0,1,0,244,15,108,4,15,50,1,37
Master,Married,54108.0,1,1,539,6,91,8,6,97,2,41
PhD,Single,49667.0,0,0,1181,26,120,17,13,39,0,59
Master,Married,63206.0,0,0,750,8,125,11,8,26,0,40
Master,Married,57136.0,1,1,306,5,109,21,109,92,2,42
2n Cycle,Together,46772.0,0,1,350,104,189,197,151,57,1,39
PhD,Married,78931.0,0,0,331,197,170,58,152,35,0,43
Graduation,Together,53977.0,0,1,620,16,165,0,24,82,1,56
Graduation,Married,84219.0,0,0,434,137,400,45,137,45,0,26
Master,Single,46098.0,1,1,57,0,27,0,0,36,2,39
Graduation,Married,73538.0,0,1,811,76,428,99,137,107,1,49
Graduation,Married,79529.0,0,0,423,42,706,73,197,197,0,28
2n Cycle,Together,20981.0,0,0,2,12,10,6,13,30,0,37
Graduation,Single,51766.0,1,0,60,51,87,6,20,51,1,34
Graduation,Married,55759.0,0,1,675,0,85,10,7,77,1,52
Graduation,Married,33039.0,1,0,30,8,12,8,8,12,1,36
Master,Married,37787.0,1,0,40,1,40,4,3,18,1,42
Graduation,Single,27242.0,1,0,3,17,26,20,1,39,1,44
PhD,Single,87188.0,0,0,910,111,724,49,74,55,0,31
Graduation,Together,69930.0,0,0,252,98,827,219,70,196,0,43
Graduation,Single,37697.0,1,0,34,6,21,11,4,8,1,38
PhD,Married,37401.0,1,0,19,3,19,3,1,3,1,41
Graduation,Single,3502.0,1,0,2,1,1,0,0,1,1,41
Graduation,Married,58597.0,1,1,490,0,184,10,28,21,2,38
PhD,Widow,82032.0,0,0,332,194,377,149,125,57,0,66
Graduation,Together,28087.0,1,1,53,8,17,13,0,21,2,56
PhD,Single,74004.0,0,0,784,48,560,42,176,48,0,27
Graduation,Together,19740.0,0,1,7,11,3,10,4,20,1,54
2n Cycle,Married,57036.0,0,1,1171,43,219,19,14,47,1,39
2n Cycle,Together,53083.0,1,1,215,7,33,3,0,13,2,56
PhD,Married,69283.0,0,1,674,62,134,0,26,8,1,39
Master,Single,46098.0,1,1,57,0,27,0,0,36,2,39
2n Cycle,Married,23331.0,1,0,5,36,7,0,10,45,1,26
2n Cycle,Single,23331.0,1,0,104,20,101,24,15,5,1,26
Graduation,Single,9255.0,1,0,9,0,7,2,0,4,1,25
PhD,Widow,67786.0,0,0,431,82,441,80,20,102,0,55
PhD,Married,71969.0,0,1,1000,0,76,0,0,10,1,43
Master,Single,59235.0,1,0,448,40,469,80,0,91,1,47
Graduation,Together,31928.0,1,0,33,4,24,4,2,5,1,25
Master,Together,74881.0,1,1,505,72,270,36,27,54,2,53
Graduation,Married,65819.0,0,0,267,38,701,149,165,63,0,36
PhD,Single,51411.0,1,2,14,0,3,0,0,1,3,61
Graduation,Divorced,51983.0,0,1,631,0,115,10,7,30,1,50
Master,Together,42386.0,1,0,65,4,16,0,4,11,1,28
2n Cycle,Married,30390.0,0,0,10,12,12,25,1,20,0,27
Graduation,Single,30983.0,0,0,51,4,50,12,1,49,0,51
Graduation,Widow,66033.0,0,1,293,35,179,46,59,65,1,57
2n Cycle,Married,37284.0,1,1,11,1,2,2,1,6,2,39
Master,Divorced,57530.0,0,1,50,1,27,6,7,1,1,63
2n Cycle,Married,76800.0,0,0,173,26,255,35,71,81,0,49
Graduation,Married,63943.0,0,1,423,184,368,13,97,21,1,58
Graduation,Together,76081.0,0,0,292,30,415,63,33,200,0,52
Graduation,Married,67445.0,0,1,757,80,217,29,80,11,1,40
Master,Married,37054.0,1,1,12,1,6,0,1,5,2,47
Master,Together,47175.0,1,1,167,2,44,6,2,19,2,52
Graduation,Divorced,31859.0,1,0,3,1,3,8,0,5,1,38
Graduation,Divorced,27215.0,2,1,30,5,22,8,9,28,3,53
PhD,Divorced,70179.0,0,1,532,88,168,69,44,133,1,38
Graduation,Married,39922.0,1,0,29,12,59,19,1,36,1,31
Master,Married,49681.0,0,2,411,0,26,0,0,21,2,38
Graduation,Married,24645.0,1,0,5,3,4,4,1,0,1,26
Graduation,Divorced,79865.0,0,1,71,99,278,185,121,38,1,60
Graduation,Married,44322.0,1,0,46,0,40,3,0,3,1,29
Graduation,Single,47958.0,0,1,268,11,88,15,3,22,1,62
Master,Single,63972.0,0,1,928,63,254,0,12,12,1,50
Graduation,Together,75315.0,0,1,459,15,171,142,23,31,1,60
PhD,Married,55517.0,1,1,483,0,108,0,6,36,2,64
PhD,Married,75283.0,1,2,733,9,180,12,19,66,3,57
PhD,Single,82800.0,0,0,1006,22,115,59,68,45,0,68
Graduation,Married,38998.0,1,1,34,1,14,0,0,5,2,60
Master,Single,90638.0,0,0,1156,120,915,94,144,96,0,23
Master,Married,27161.0,1,0,7,4,23,7,0,11,1,28
Graduation,Married,42014.0,1,0,244,15,108,4,15,50,1,37
PhD,Together,38201.0,0,1,233,0,23,0,0,12,1,54
Graduation,Together,45203.0,2,0,35,3,67,10,8,24,2,32
PhD,Together,81574.0,0,0,1252,0,465,46,35,0,0,67
Graduation,Married,34935.0,0,0,34,4,66,3,10,20,0,22
Master,Single,60482.0,0,1,255,43,134,37,14,24,1,38
Graduation,Together,34633.0,2,1,8,1,5,0,0,1,3,58
Master,Together,78093.0,0,0,368,32,639,13,43,10,0,67
Graduation,Divorced,82460.0,0,0,255,47,573,52,32,15,0,64
Master,Together,45903.0,0,1,33,8,10,2,10,3,1,48
Graduation,Divorced,81361.0,0,0,163,23,424,27,65,76,0,27
PhD,Divorced,35860.0,1,1,15,0,8,4,2,20,2,41
Master,Together,40442.0,1,1,45,12,52,25,22,13,2,62
Graduation,Married,61482.0,0,0,48,58,68,16,66,43,0,49
Graduation,Married,34968.0,1,0,158,6,45,8,2,2,1,34
Graduation,Married,75794.0,0,0,754,160,625,63,32,48,0,27
PhD,Together,31497.0,0,1,108,1,28,13,1,4,1,52
Graduation,Married,74268.0,0,0,199,66,315,97,174,41,0,59
Basic,Together,13724.0,1,0,2,7,5,2,15,27,1,26
Master,Together,45143.0,0,1,202,5,74,11,5,14,1,49
PhD,Single,52569.0,0,1,85,0,3,0,0,7,1,47
PhD,Single,48432.0,0,1,322,3,50,4,3,42,1,41
Master,Together,17144.0,1,1,18,2,19,0,2,6,2,54
Graduation,Single,36108.0,1,0,141,8,129,3,11,47,1,30
Graduation,Married,76445.0,1,0,739,107,309,140,80,35,1,43
PhD,Married,36663.0,1,0,18,0,6,3,3,5,1,39
Master,Married,53843.0,0,1,378,0,88,19,4,73,1,49
Master,Married,90226.0,0,0,1083,108,649,253,151,108,0,58
Master,Divorced,70638.0,0,0,1016,12,215,16,12,63,0,59
Graduation,Together,44512.0,1,1,23,1,6,0,0,2,2,54
Graduation,Married,27116.0,1,1,12,1,21,2,2,3,2,53
PhD,Married,54072.0,1,1,35,0,4,0,0,0,2,51
Graduation,Married,71855.0,0,1,548,31,422,0,112,28,1,37
2n Cycle,Single,51250.0,1,0,342,32,230,34,32,40,1,24
Master,Married,60432.0,0,1,365,3,15,4,3,11,1,41
PhD,Married,65526.0,0,1,397,19,69,12,0,9,1,50
Graduation,Single,68655.0,0,0,456,19,832,75,118,38,0,26
2n Cycle,Married,12393.0,0,0,5,6,15,11,7,13,0,36
Graduation,Single,64509.0,0,0,836,185,575,24,25,77,0,24
Graduation,Single,33955.0,1,0,100,2,128,23,7,10,1,39
Graduation,Married,31353.0,1,1,10,0,10,3,1,7,2,37
Graduation,Married,55434.0,1,0,238,115,215,169,69,76,1,30
Graduation,Together,28359.0,1,0,6,0,5,2,1,2,1,31
Graduation,Single,57100.0,1,0,158,11,99,15,11,17,1,27
Graduation,Married,69139.0,0,1,86,12,75,33,15,6,1,49
Master,Married,52973.0,0,1,856,0,76,12,9,199,1,58
PhD,Together,51717.0,0,1,98,1,17,0,1,5,1,49
Graduation,Married,18793.0,1,0,4,16,20,0,17,20,1,43
2n Cycle,Together,66664.0,0,0,398,96,447,220,96,32,0,32
Graduation,Single,50664.0,1,1,313,8,104,6,4,126,2,55
Graduation,Together,54414.0,1,1,109,18,16,24,26,18,2,51
PhD,Married,54549.0,0,1,216,2,6,0,0,9,1,62
PhD,Widow,47111.0,0,1,595,71,153,120,112,41,1,43
PhD,Divorced,41003.0,0,0,123,133,142,71,44,88,0,51
Graduation,Together,19444.0,1,0,16,0,23,3,2,10,1,32
2n Cycle,Together,36301.0,1,0,11,12,35,3,5,12,1,38
PhD,Together,73059.0,0,1,410,112,420,0,82,71,1,67
PhD,Together,42731.0,1,0,159,2,51,6,2,24,1,45
PhD,Married,52854.0,1,1,105,0,10,0,1,0,2,55
Graduation,Together,22775.0,1,0,5,1,8,0,0,1,1,36
PhD,Together,46681.0,0,2,269,15,69,15,19,38,2,66
PhD,Married,59821.0,0,1,629,0,70,0,0,35,1,59
Graduation,Divorced,50002.0,0,1,443,5,71,21,16,82,1,60
Graduation,Married,69755.0,0,0,217,77,373,111,23,93,0,69
Graduation,Married,44078.0,1,1,24,1,10,2,0,4,2,45
Master,Together,30560.0,1,0,9,1,5,4,5,7,1,38
Master,Together,35924.0,1,1,8,0,14,2,3,7,2,45
PhD,Divorced,64140.0,0,2,1459,0,61,0,15,215,2,50
Graduation,Together,56386.0,1,1,230,48,214,13,32,75,2,33
Basic,Together,24594.0,1,0,1,3,6,10,0,9,1,35
2n Cycle,Together,75774.0,1,0,340,21,134,258,14,56,1,33
Master,Divorced,39228.0,0,0,7,1,6,0,3,3,0,54
Master,Married,58494.0,0,1,298,7,68,4,0,19,1,40
Graduation,Single,58684.0,0,0,479,35,179,28,7,85,0,33
Graduation,Divorced,57136.0,0,0,267,140,599,34,12,127,0,47
PhD,Widow,56551.0,1,1,67,4,32,17,2,16,2,64
Graduation,Married,22448.0,1,0,3,1,8,23,2,18,1,32
Graduation,Single,82014.0,0,0,980,37,265,35,163,31,0,53
Graduation,Widow,34213.0,1,1,50,4,28,6,3,26,2,51
Graduation,Together,157146.0,0,0,1,0,1725,2,1,1,0,37
PhD,Widow,25358.0,0,1,19,0,5,0,0,8,1,67
Master,Single,35544.0,1,0,30,5,23,4,1,4,1,36
Master,Together,36634.0,0,1,213,9,76,4,3,30,1,60
PhD,Married,62670.0,0,1,539,30,92,80,46,38,1,60
2n Cycle,Together,50334.0,0,1,284,16,160,84,16,134,1,42
Graduation,Single,72066.0,0,0,1003,34,536,134,51,34,0,33
PhD,Single,50729.0,1,1,239,13,143,45,4,52,2,56
Graduation,Together,34916.0,2,0,51,23,82,33,0,42,2,46
Graduation,Divorced,64892.0,0,1,527,24,230,32,24,65,1,38
Graduation,Single,43602.0,1,1,19,5,12,10,3,19,2,48
PhD,Single,33996.0,0,0,40,2,15,8,0,6,0,25
2n Cycle,Single,41473.0,1,0,21,8,20,15,3,9,1,29
PhD,Married,63246.0,0,2,593,30,91,29,22,7,2,47
PhD,Married,36732.0,1,1,21,5,3,10,1,7,2,55
PhD,Married,69084.0,1,0,1181,107,199,39,30,30,1,44
PhD,Married,77766.0,0,1,1004,59,265,115,59,27,1,47
PhD,Single,37929.0,0,0,202,2,46,3,2,10,0,29
Graduation,Together,86610.0,0,0,446,107,768,33,196,53,0,63
Master,Married,80141.0,0,0,1184,102,673,52,40,40,0,28
2n Cycle,Married,72635.0,0,0,390,22,323,104,35,107,0,59
Graduation,Married,69016.0,0,1,726,53,363,123,107,161,1,44
2n Cycle,Together,20193.0,0,0,8,8,22,24,11,9,0,23
Graduation,Married,27573.0,1,0,50,15,110,39,15,15,1,39
Basic,Single,15862.0,1,0,1,1,4,11,9,10,1,35
PhD,Married,49544.0,1,0,308,0,73,0,0,23,1,38
Graduation,Married,33228.0,1,0,22,2,31,7,4,5,1,34
Graduation,Together,70440.0,0,0,690,117,499,76,102,88,0,36
Graduation,Together,38232.0,1,1,43,5,28,7,6,33,2,43
PhD,Married,22554.0,1,1,27,0,10,0,0,4,2,59
PhD,Married,23536.0,1,0,6,0,3,0,0,1,1,31
Graduation,Married,49413.0,0,1,205,7,41,3,2,46,1,62
Graduation,Married,42231.0,1,1,24,0,8,0,1,4,2,45
Master,Divorced,78789.0,0,0,667,50,850,21,83,83,0,34
Graduation,Together,56534.0,0,1,691,7,61,10,0,46,1,46
Graduation,Single,58350.0,0,1,493,26,206,116,80,80,1,43
Graduation,Single,81217.0,0,0,493,70,324,146,40,84,0,25
Graduation,Single,49090.0,0,1,494,5,82,7,0,100,1,63
Master,Divorced,61787.0,0,0,621,73,414,78,48,85,0,27
PhD,Married,18169.0,1,0,9,0,5,0,0,7,1,29
2n Cycle,Single,24336.0,1,0,1,6,2,8,2,12,1,33
Graduation,Married,18222.0,0,0,12,4,19,12,6,14,0,24
Graduation,Divorced,62335.0,0,1,243,131,217,85,6,26,1,62
2n Cycle,Together,42033.0,1,1,11,1,4,2,0,7,2,43
PhD,Married,86580.0,0,0,532,21,127,26,20,20,0,31
PhD,Divorced,41437.0,1,1,29,0,2,0,0,1,2,57
Master,Widow,73705.0,0,2,612,91,520,258,107,107,2,63
Graduation,Married,61064.0,0,1,387,126,342,0,45,180,1,38
Master,Married,38452.0,1,1,56,0,14,0,0,2,2,59
Graduation,Single,18358.0,1,0,6,8,19,16,4,4,1,25
PhD,Together,55012.0,0,1,582,0,65,0,0,13,1,41
Basic,Together,9722.0,1,0,6,17,16,6,16,42,1,41
PhD,Married,38175.0,1,0,70,6,69,2,3,3,1,30
Master,Together,58656.0,0,1,962,12,194,16,24,12,1,58
Graduation,Together,52117.0,0,1,112,10,107,30,0,20,1,49
Graduation,Married,64813.0,1,0,293,0,124,179,97,52,1,36
PhD,Married,54222.0,0,1,199,12,31,3,12,7,1,41
Graduation,Married,83512.0,0,0,1060,61,835,80,20,101,0,28
